case_id,soc_id,incident_id,alert_id,created_at,assigned_analyst_id,severity,status,resolution,resolution_reason,investigation_notes,closed_at
CASE-000107,SOC-001,,ALT-000107,2026-01-03T20:17:00Z,ANL-1007,HIGH,CLOSED,FALSE_POSITIVE,Unusual SMB Admin Share Access — False Positive,Investigated T1021.002 indicators on HOST-3905; no further lateral movement observed.,2026-01-03T21:11:00Z
CASE-000108,SOC-001,,ALT-000108,2026-01-03T19:25:00Z,ANL-1011,HIGH,CLOSED,TRUE_POSITIVE,Unusual RDP Session — True Positive,"Closed with minimal review — T1021.001 alert on HOST-4299, no further action taken.",2026-01-03T20:21:00Z
CASE-000109,SOC-001,,ALT-000109,2026-01-03T21:56:00Z,ANL-1009,HIGH,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Reviewed T1486 activity on HOST-4443; correlated with source 10.132.93.243.,2026-01-04T03:29:00Z
CASE-000110,SOC-001,,ALT-000110,2026-01-03T21:24:00Z,ANL-1009,MEDIUM,CLOSED,TRUE_POSITIVE,New Registry Run Key Entry — True Positive,Confirmed T1547.001 alert on HOST-4553 against recent change records.,2026-01-04T00:42:00Z
CASE-000111,SOC-001,,ALT-000111,2026-01-03T20:27:00Z,ANL-1007,LOW,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,Traced network flow from 10.19.102.188 to determine scope of T1003 activity on HOST-2776.,2026-01-04T05:04:00Z
CASE-000112,SOC-001,,ALT-000112,2026-01-03T09:29:00Z,ANL-1009,HIGH,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,Reviewed escalation criteria for HOST-2221; behaviour consistent with known baseline.,2026-01-03T10:56:00Z
CASE-000113,SOC-001,,ALT-000113,2026-01-03T01:38:00Z,ANL-1001,HIGH,CLOSED,TRUE_POSITIVE,Suspicious CMD Execution — True Positive,Checked process execution history for HOST-3552 following T1059.003 alert.,2026-01-03T02:34:00Z
CASE-000114,SOC-001,,ALT-000114,2026-01-03T06:38:00Z,ANL-1004,HIGH,CLOSED,FALSE_POSITIVE,New Registry Run Key Entry — False Positive,"Closed with minimal review — T1547.001 alert on HOST-3038, no further action taken.",2026-01-03T07:35:00Z
CASE-000115,SOC-001,,ALT-000115,2026-01-03T16:04:00Z,ANL-1002,LOW,CLOSED,FALSE_POSITIVE,Unusual Scheduled Task Created — False Positive,Cross-referenced 10.135.237.13 against threat intelligence feeds for HOST-1368.,2026-01-04T00:07:00Z
CASE-000116,SOC-001,,ALT-000116,2026-01-03T23:05:00Z,ANL-1006,CRITICAL,CLOSED,FALSE_POSITIVE,Suspicious Binary Download — False Positive,Confirmed T1105 alert on HOST-2098 against recent change records.,2026-01-03T23:51:00Z
CASE-000117,SOC-001,,ALT-000117,2026-01-03T23:57:00Z,ANL-1003,HIGH,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Reviewed T1595 activity on HOST-4604; correlated with source 10.225.23.17.,2026-01-04T00:57:00Z
CASE-000118,SOC-001,,ALT-000118,2026-01-03T05:04:00Z,ANL-1008,HIGH,CLOSED,TRUE_POSITIVE,Encoded PowerShell Command — True Positive,Reviewed T1059.001 activity on HOST-4561; correlated with source 10.114.193.104.,2026-01-03T06:14:00Z
CASE-000119,SOC-001,,ALT-000119,2026-01-03T06:41:00Z,ANL-1011,HIGH,CLOSED,TRUE_POSITIVE,Encoded PowerShell Command — True Positive,Traced network flow from 10.27.114.217 to determine scope of T1059.001 activity on HOST-3303.,2026-01-03T08:21:00Z
CASE-000120,SOC-001,,ALT-000120,2026-01-03T04:52:00Z,ANL-1007,HIGH,CLOSED,TRUE_POSITIVE,Beaconing to Known C2 Domain — True Positive,Analysed endpoint telemetry for HOST-3016 tied to T1071.001 detection.,2026-01-03T06:10:00Z
CASE-000121,SOC-001,,ALT-000121,2026-01-04T03:24:00Z,ANL-1011,HIGH,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Validated authentication logs tied to HOST-1525 to rule out credential compromise.,2026-01-04T04:04:00Z
CASE-000122,SOC-001,INC-000008,ALT-000122,2026-01-04T05:32:00Z,ANL-1009,CRITICAL,CLOSED,TRUE_POSITIVE,Upload to Unapproved Cloud Storage — True Positive,Investigated T1567 indicators on HOST-3662; no further lateral movement observed.,2026-01-04T06:17:00Z
CASE-000123,SOC-001,,ALT-000123,2026-01-04T19:55:00Z,ANL-1011,HIGH,CLOSED,FALSE_POSITIVE,Unusual RDP Session — False Positive,Confirmed T1021.001 alert on HOST-1419 against recent change records.,2026-01-04T21:25:00Z
CASE-000124,SOC-001,,ALT-000124,2026-01-04T02:11:00Z,ANL-1003,MEDIUM,CLOSED,FALSE_POSITIVE,Unusual RDP Session — False Positive,Confirmed T1021.001 alert on HOST-3796 against recent change records.,2026-01-04T06:04:00Z
CASE-000125,SOC-001,,ALT-000125,2026-01-04T10:33:00Z,ANL-1004,LOW,CLOSED,FALSE_POSITIVE,Upload to Unapproved Cloud Storage — False Positive,Manually reviewed HOST-3898 logs; findings documented against case ticket.,2026-01-04T14:33:00Z
CASE-000126,SOC-001,,ALT-000126,2026-01-04T12:58:00Z,ANL-1002,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual RDP Session — True Positive,Validated authentication logs tied to HOST-2314 to rule out credential compromise.,2026-01-05T23:20:00Z
CASE-000127,SOC-001,,ALT-000127,2026-01-04T10:02:00Z,ANL-1002,LOW,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Reviewed T1595 activity on HOST-3936; correlated with source 10.36.116.234.,2026-01-04T17:21:00Z
CASE-000128,SOC-001,,ALT-000128,2026-01-04T09:38:00Z,ANL-1002,LOW,CLOSED,TRUE_POSITIVE,New Registry Run Key Entry — True Positive,Confirmed T1547.001 alert on HOST-3809 against recent change records.,2026-01-04T16:44:00Z
CASE-000129,SOC-001,,ALT-000129,2026-01-04T23:22:00Z,ANL-1004,LOW,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Manually reviewed HOST-4036 logs; findings documented against case ticket.,2026-01-05T06:05:00Z
CASE-000130,SOC-001,,ALT-000130,2026-01-04T03:18:00Z,ANL-1010,MEDIUM,CLOSED,TRUE_POSITIVE,Suspicious Binary Download — True Positive,"Closed with minimal review — T1105 alert on HOST-1960, no further action taken.",2026-01-04T04:11:00Z
CASE-000131,SOC-001,,ALT-000131,2026-01-04T15:29:00Z,ANL-1008,MEDIUM,CLOSED,TRUE_POSITIVE,Upload to Unapproved Cloud Storage — True Positive,Confirmed T1567 alert on HOST-2358 against recent change records.,2026-01-04T17:41:00Z
CASE-000132,SOC-001,,ALT-000132,2026-01-04T15:41:00Z,ANL-1003,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual RDP Session — True Positive,Cross-referenced 10.148.68.119 against threat intelligence feeds for HOST-3210.,2026-01-04T19:24:00Z
CASE-000133,SOC-001,,ALT-000133,2026-01-04T07:04:00Z,ANL-1005,LOW,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Validated authentication logs tied to HOST-2997 to rule out credential compromise.,2026-01-04T12:26:00Z
CASE-000134,SOC-001,,ALT-000134,2026-01-04T19:00:00Z,ANL-1009,MEDIUM,CLOSED,FALSE_POSITIVE,Internal Network Port Scan — False Positive,"Closed with minimal review — T1595 alert on HOST-2974, no further action taken.",2026-01-04T21:28:00Z
CASE-000135,SOC-001,,ALT-000135,2026-01-04T06:37:00Z,ANL-1003,MEDIUM,CLOSED,TRUE_POSITIVE,Beaconing to Known C2 Domain — True Positive,Reviewed T1071.001 activity on HOST-2962; correlated with source 10.22.65.147.,2026-01-04T09:29:00Z
CASE-000136,SOC-001,,ALT-000136,2026-01-04T15:10:00Z,ANL-1004,MEDIUM,CLOSED,FALSE_POSITIVE,Large Outbound Data Transfer — False Positive,"Closed with minimal review — T1041 alert on HOST-2930, no further action taken.",2026-01-04T15:34:00Z
CASE-000137,SOC-001,,ALT-000137,2026-01-04T19:38:00Z,ANL-1001,LOW,CLOSED,FALSE_POSITIVE,Internal Network Port Scan — False Positive,Manually reviewed HOST-4692 logs; findings documented against case ticket.,2026-01-05T03:21:00Z
CASE-000138,SOC-001,,ALT-000138,2026-01-04T13:16:00Z,ANL-1004,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual RDP Session — True Positive,Analysed endpoint telemetry for HOST-3227 tied to T1021.001 detection.,2026-01-04T16:26:00Z
CASE-000139,SOC-001,,ALT-000139,2026-01-04T17:30:00Z,ANL-1005,LOW,CLOSED,FALSE_POSITIVE,Unusual SMB Admin Share Access — False Positive,Cross-referenced 10.70.60.192 against threat intelligence feeds for HOST-3290.,2026-01-04T22:30:00Z
CASE-000140,SOC-001,,ALT-000140,2026-01-04T11:05:00Z,ANL-1010,LOW,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Reviewed T1486 activity on HOST-1908; correlated with source 10.146.29.243.,2026-01-04T18:21:00Z
CASE-000141,SOC-001,,ALT-000141,2026-01-04T21:25:00Z,ANL-1007,HIGH,CLOSED,TRUE_POSITIVE,Password Spraying Detected — True Positive,Reviewed escalation criteria for HOST-2446; behaviour consistent with known baseline.,2026-01-04T22:46:00Z
CASE-000142,SOC-001,,ALT-000142,2026-01-04T12:36:00Z,ANL-1008,MEDIUM,CLOSED,FALSE_POSITIVE,New Registry Run Key Entry — False Positive,Reviewed escalation criteria for HOST-4956; behaviour consistent with known baseline.,2026-01-04T15:41:00Z
CASE-000143,SOC-001,,ALT-000143,2026-01-04T18:17:00Z,ANL-1003,LOW,CLOSED,FALSE_POSITIVE,Unusual Scheduled Task Created — False Positive,Traced network flow from 10.102.120.189 to determine scope of T1053.005 activity on HOST-1895.,2026-01-04T23:52:00Z
CASE-000144,SOC-001,,ALT-000144,2026-01-04T18:55:00Z,ANL-1005,MEDIUM,CLOSED,TRUE_POSITIVE,Suspicious CMD Execution — True Positive,Reviewed T1059.003 activity on HOST-3016; correlated with source 10.65.27.135.,2026-01-04T21:02:00Z
CASE-000145,SOC-001,,ALT-000145,2026-01-04T08:11:00Z,ANL-1009,LOW,CLOSED,TRUE_POSITIVE,Unusual SMB Admin Share Access — True Positive,Checked process execution history for HOST-3509 following T1021.002 alert.,2026-01-04T14:44:00Z
CASE-000146,SOC-001,,ALT-000146,2026-01-04T04:51:00Z,ANL-1003,HIGH,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,Manually reviewed HOST-1803 logs; findings documented against case ticket.,2026-01-04T06:20:00Z
CASE-000147,SOC-001,,ALT-000147,2026-01-04T08:22:00Z,ANL-1001,LOW,CLOSED,FALSE_POSITIVE,Suspicious Binary Download — False Positive,"Closed with minimal review — T1105 alert on HOST-1097, no further action taken.",2026-01-04T09:50:00Z
CASE-000148,SOC-001,,ALT-000148,2026-01-04T12:54:00Z,ANL-1002,MEDIUM,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,"Closed with minimal review — T1003 alert on HOST-3341, no further action taken.",2026-01-04T15:44:00Z
CASE-000149,SOC-001,,ALT-000149,2026-01-04T08:47:00Z,ANL-1002,HIGH,CLOSED,TRUE_POSITIVE,Repeated Failed Logins — True Positive,Manually reviewed HOST-3711 logs; findings documented against case ticket.,2026-01-04T09:34:00Z
CASE-000150,SOC-001,,ALT-000150,2026-01-04T11:55:00Z,ANL-1006,LOW,CLOSED,FALSE_POSITIVE,Repeated Failed Logins — False Positive,Investigated T1110 indicators on HOST-3717; no further lateral movement observed.,2026-01-04T18:36:00Z
CASE-000151,SOC-001,,ALT-000151,2026-01-04T04:22:00Z,ANL-1005,LOW,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,Analysed endpoint telemetry for HOST-4339 tied to T1003 detection.,2026-01-04T11:40:00Z
CASE-000152,SOC-001,,ALT-000152,2026-01-04T07:33:00Z,ANL-1010,LOW,CLOSED,FALSE_POSITIVE,Internal Network Port Scan — False Positive,Traced network flow from 10.137.211.49 to determine scope of T1595 activity on HOST-3561.,2026-01-04T12:20:00Z
CASE-000153,SOC-001,,ALT-000153,2026-01-04T22:28:00Z,ANL-1001,LOW,CLOSED,TRUE_POSITIVE,Suspicious PowerShell — True Positive,Validated authentication logs tied to HOST-1512 to rule out credential compromise.,2026-01-05T03:58:00Z
CASE-000154,SOC-001,,ALT-000154,2026-01-04T22:15:00Z,ANL-1007,LOW,CLOSED,FALSE_POSITIVE,Upload to Unapproved Cloud Storage — False Positive,Reviewed T1567 activity on HOST-4146; correlated with source 10.17.101.118.,2026-01-05T06:00:00Z
CASE-000155,SOC-001,,ALT-000155,2026-01-04T00:10:00Z,ANL-1005,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual RDP Session — True Positive,Traced network flow from 10.21.243.177 to determine scope of T1021.001 activity on HOST-2329.,2026-01-04T04:34:00Z
CASE-000156,SOC-001,,ALT-000156,2026-01-04T20:48:00Z,ANL-1006,LOW,CLOSED,FALSE_POSITIVE,Unusual Scheduled Task Created — False Positive,Manually reviewed HOST-3287 logs; findings documented against case ticket.,2026-01-05T02:29:00Z
CASE-000157,SOC-001,,ALT-000157,2026-01-04T09:52:00Z,ANL-1005,MEDIUM,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,Analysed endpoint telemetry for HOST-2840 tied to T1041 detection.,2026-01-04T13:00:00Z
CASE-000158,SOC-001,,ALT-000158,2026-01-04T01:53:00Z,ANL-1003,MEDIUM,CLOSED,TRUE_POSITIVE,Beaconing to Known C2 Domain — True Positive,Manually reviewed HOST-1273 logs; findings documented against case ticket.,2026-01-04T04:26:00Z
CASE-000159,SOC-001,,ALT-000159,2026-01-04T22:03:00Z,ANL-1010,HIGH,CLOSED,TRUE_POSITIVE,Suspicious CMD Execution — True Positive,Checked process execution history for HOST-4253 following T1059.003 alert.,2026-01-04T23:18:00Z
CASE-000160,SOC-001,,ALT-000160,2026-01-04T05:35:00Z,ANL-1007,HIGH,CLOSED,TRUE_POSITIVE,Suspicious Binary Download — True Positive,Reviewed T1105 activity on HOST-1683; correlated with source 10.226.180.232.,2026-01-04T06:41:00Z
CASE-000161,SOC-001,,ALT-000161,2026-01-05T09:00:00Z,ANL-1005,MEDIUM,CLOSED,FALSE_POSITIVE,Suspicious CMD Execution — False Positive,Validated authentication logs tied to HOST-4646 to rule out credential compromise.,2026-01-05T13:09:00Z
CASE-000162,SOC-001,,ALT-000162,2026-01-05T22:44:00Z,ANL-1010,LOW,CLOSED,FALSE_POSITIVE,New Registry Run Key Entry — False Positive,Traced network flow from 10.153.19.188 to determine scope of T1547.001 activity on HOST-4382.,2026-01-06T05:38:00Z
CASE-000163,SOC-001,,ALT-000163,2026-01-05T07:09:00Z,ANL-1001,LOW,CLOSED,TRUE_POSITIVE,Suspicious CMD Execution — True Positive,Cross-referenced 10.46.113.111 against threat intelligence feeds for HOST-3858.,2026-01-05T12:50:00Z
CASE-000164,SOC-001,,ALT-000164,2026-01-05T18:12:00Z,ANL-1009,MEDIUM,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,Confirmed T1003 alert on HOST-3671 against recent change records.,2026-01-05T21:45:00Z
CASE-000165,SOC-001,,ALT-000165,2026-01-05T07:12:00Z,ANL-1011,LOW,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Investigated T1486 indicators on HOST-4351; no further lateral movement observed.,2026-01-05T13:03:00Z
CASE-000166,SOC-001,,ALT-000166,2026-01-05T21:33:00Z,ANL-1001,LOW,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Traced network flow from 10.138.27.120 to determine scope of T1486 activity on HOST-4711.,2026-01-06T04:00:00Z
CASE-000167,SOC-001,,ALT-000167,2026-01-05T17:59:00Z,ANL-1001,MEDIUM,CLOSED,TRUE_POSITIVE,Unusual Scheduled Task Created — True Positive,Analysed endpoint telemetry for HOST-2875 tied to T1053.005 detection.,2026-01-05T20:47:00Z
CASE-000168,SOC-001,,ALT-000168,2026-01-05T19:55:00Z,ANL-1011,MEDIUM,CLOSED,TRUE_POSITIVE,Password Spraying Detected — True Positive,Confirmed T1110 alert on HOST-3777 against recent change records.,2026-01-05T22:45:00Z
CASE-000169,SOC-001,,ALT-000169,2026-01-05T23:07:00Z,ANL-1003,MEDIUM,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,Validated authentication logs tied to HOST-4885 to rule out credential compromise.,2026-01-06T03:07:00Z
CASE-000170,SOC-001,,ALT-000170,2026-01-05T15:08:00Z,ANL-1009,LOW,CLOSED,FALSE_POSITIVE,Unusual RDP Session — False Positive,Manually reviewed HOST-3818 logs; findings documented against case ticket.,2026-01-05T21:53:00Z
CASE-000171,SOC-001,,ALT-000171,2026-01-05T12:49:00Z,ANL-1001,HIGH,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Manually reviewed HOST-2751 logs; findings documented against case ticket.,2026-01-05T13:55:00Z
CASE-000172,SOC-001,,ALT-000172,2026-01-05T22:33:00Z,ANL-1003,MEDIUM,CLOSED,TRUE_POSITIVE,LSASS Memory Access — True Positive,Cross-referenced 10.57.92.200 against threat intelligence feeds for HOST-1223.,2026-01-06T01:10:00Z
CASE-000173,SOC-001,,ALT-000173,2026-01-05T11:05:00Z,ANL-1009,HIGH,CLOSED,FALSE_POSITIVE,Unusual Scheduled Task Created — False Positive,Cross-referenced 10.194.22.197 against threat intelligence feeds for HOST-3597.,2026-01-05T11:59:00Z
CASE-000174,SOC-001,,ALT-000174,2026-01-05T15:34:00Z,ANL-1001,LOW,CLOSED,FALSE_POSITIVE,Unusual RDP Session — False Positive,"Closed with minimal review — T1021.001 alert on HOST-1002, no further action taken.",2026-01-05T17:07:00Z
CASE-000175,SOC-001,,ALT-000175,2026-01-05T01:42:00Z,ANL-1010,LOW,CLOSED,FALSE_POSITIVE,Password Spraying Detected — False Positive,Analysed endpoint telemetry for HOST-4497 tied to T1110 detection.,2026-01-05T07:33:00Z
CASE-000176,SOC-001,,ALT-000176,2026-01-05T08:21:00Z,ANL-1009,LOW,CLOSED,TRUE_POSITIVE,New Registry Run Key Entry — True Positive,Manually reviewed HOST-3845 logs; findings documented against case ticket.,2026-01-05T16:16:00Z
CASE-000177,SOC-001,,ALT-000177,2026-01-05T00:07:00Z,ANL-1001,HIGH,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Reviewed escalation criteria for HOST-1792; behaviour consistent with known baseline.,2026-01-05T01:29:00Z
CASE-000178,SOC-001,,ALT-000178,2026-01-05T10:59:00Z,ANL-1011,LOW,CLOSED,TRUE_POSITIVE,Internal Network Port Scan — True Positive,Investigated T1595 indicators on HOST-4415; no further lateral movement observed.,2026-01-05T16:07:00Z
CASE-000179,SOC-001,,ALT-000179,2026-01-05T05:36:00Z,ANL-1010,MEDIUM,CLOSED,TRUE_POSITIVE,Suspicious CMD Execution — True Positive,Validated authentication logs tied to HOST-4450 to rule out credential compromise.,2026-01-05T08:07:00Z
CASE-000180,SOC-001,,ALT-000180,2026-01-05T16:09:00Z,ANL-1004,HIGH,CLOSED,TRUE_POSITIVE,New Registry Run Key Entry — True Positive,Traced network flow from 10.167.73.197 to determine scope of T1547.001 activity on HOST-4706.,2026-01-05T17:31:00Z
CASE-000181,SOC-001,,ALT-000181,2026-01-05T10:12:00Z,ANL-1004,MEDIUM,CLOSED,TRUE_POSITIVE,Large Outbound Data Transfer — True Positive,Cross-referenced 10.60.139.39 against threat intelligence feeds for HOST-1859.,2026-01-05T13:10:00Z
CASE-000182,SOC-001,,ALT-000182,2026-01-05T04:01:00Z,ANL-1008,MEDIUM,CLOSED,FALSE_POSITIVE,New Registry Run Key Entry — False Positive,Checked process execution history for HOST-1207 following T1547.001 alert.,2026-01-05T07:42:00Z
CASE-000183,SOC-001,,ALT-000183,2026-01-05T22:49:00Z,ANL-1008,LOW,CLOSED,TRUE_POSITIVE,Ransomware Behaviour Detected — True Positive,Investigated T1486 indicators on HOST-3639; no further lateral movement observed.,2026-01-06T07:05:00Z
CASE-000184,SOC-001,,ALT-000184,2026-01-05T03:20:00Z,ANL-1009,MEDIUM,CLOSED,FALSE_POSITIVE,Beaconing to Known C2 Domain — False Positive,"Closed with minimal review — T1071.001 alert on HOST-1097, no further action taken.",2026-01-05T04:19:00Z
CASE-000185,SOC-001,,ALT-000185,2026-01-05T18:53:00Z,ANL-1008,HIGH,CLOSED,TRUE_POSITIVE,Unusual RDP Session — True Positive,Cross-referenced 10.49.227.46 against threat intelligence feeds for HOST-3915.,2026-01-06T11:11:00Z
CASE-000186,SOC-001,,ALT-000186,2026-01-05T06:13:00Z,ANL-1011,MEDIUM,CLOSED,FALSE_POSITIVE,Ransomware Behaviour Detected — False Positive,Reviewed escalation criteria for HOST-2831; behaviour consistent with known baseline.,2026-01-05T10:23:00Z
CASE-000187,SOC-001,,ALT-000187,2026-01-05T18:25:00Z,ANL-1011,LOW,CLOSED,TRUE_POSITIVE,New Registry Run Key Entry — True Positive,Reviewed T1547.001 activity on HOST-3876; correlated with source 10.222.108.170.,2026-01-06T03:18:00Z
CASE-000188,SOC-001,,ALT-000188,2026-01-05T02:08:00Z,ANL-1011,CRITICAL,CLOSED,FALSE_POSITIVE,LSASS Memory Access — False Positive,Reviewed T1003 activity on HOST-1556; correlated with source 10.217.92.117.,2026-01-05T02:55:00Z
CASE-000189,SOC-001,,ALT-000189,2026-01-05T22:05:00Z,ANL-1003,LOW,CLOSED,FALSE_POSITIVE,Suspicious CMD Execution — False Positive,Reviewed escalation criteria for HOST-2972; behaviour consistent with known baseline.,2026-01-07T10:10:00Z
CASE-000190,SOC-001,,ALT-000190,2026-01-05T22:59:00Z,ANL-1010,LOW,CLOSED,FALSE_POSITIVE,Internal Network Port Scan — False Positive,Investigated T1595 indicators on HOST-1144; no further lateral movement observed.,2026-01-06T07:32:00Z
